"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
125,"Immunogenicity, Safety, Reactogenicity, Efficacy, Effectiveness and Lot Consistency of FluBlok","Completed","No Results Available","Influenza","Biological: Influenza Vaccine, recombinant hemagglutinin, FluBlok","Impact Clinical Trials, Beverly Hills, California, United States|Benchmark Research - Sacramento, Sacramento, California, United States|Benchmark Research - San Francisco, San Francisco, California, United States|University Clinical Research, Inc, Pembroke Pines, Florida, United States|Vince and Associates, Overland Park, Kansas, United States|Kentucky pediatric /Adult Research, Bardstown, Kentucky, United States|Benchmarch Research - New Orleans, Metairie, Louisiana, United States|University of Maryland - Baltimore, Baltimore, Maryland, United States|Saint Louis University, Saint Louis, Missouri, United States|Meridian Clinical Research, Omaha, Nebraska, United States|Regional Clinical Research, Inc., Endwell, New York, United States|Rochester Medical Center, Rochester, New York, United States|Carolina Medical Trials, Winston-Salem, North Carolina, United States|Sterling Research, Cincinnati, Ohio, United States|Primary Physicians Research - Pediatric Alliance St. Clair, Pittsburgh, Pennsylvania, United States|Primary Physicians Research, Pittsburg, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Benchmarch Research - Austin, Austin, Texas, United States|Benchmark Research - Fort Worth, Fort Worth, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|Benchmark Research - San Angelo, San Angelo, Texas, United States|Jean Brown Research, Salt Lake City, Utah, United States|University of Virginia Health System, Charlottesville, Virginia, United States|Marshfield Clinic, Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00539981"
126,"Study of Inactivated, Split-Virion Influenza Vaccine and Standard Fluzone® Vaccine in Adult and Elderly Subjects","Completed","Has Results","Influenza|Myxovirus Infection","Biological: Split, Inactivated, Trivalent Influenza Vaccine (Intradermal Formulation 1)|Biological: Split, Inactivated, Trivalent Influenza Vaccine (Intradermal Formulation 2)|Biological: Split, Inactivated, Trivalent Influenza Vaccine (Standard dose)|Biological: Split, Inactivated, Trivalent Influenza Vaccine (High-dose)","Alabaster, Alabama, United States|Mobile, Alabama, United States|Chandler, Arizona, United States|Mesa, Arizona, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|San Diego, California, United States|Stanford, Connecticut, United States|Pembroke Pines, Florida, United States|Pinellas Park, Florida, United States|Boise, Idaho, United States|Chicago, Illinois, United States|Wichita, Kansas, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|St. Louis, Missouri, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Allentown, Pennsylvania, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Goose Creek, South Carolina, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|Salt Lake City, Utah, United States|West Jordan, Utah, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00551031"
127,"Comparison of the Immunogenicity, Safety and Reactogenicity of FluBlok, To a Licensed Vaccine In Elderly Adults","Completed","No Results Available","Influenza","Biological: Influenza Vaccination","Center of Vaccine Development, Univ. of Maryland, Baltimore, Maryland, United States|Passport Health Maryland, Baltimore, Maryland, United States|Mayo Clinic College of Medicine, Rochester, Minnesota, United States|Passport Health New Jersey, Shrewsbury, New Jersey, United States|Rochester Medical Center, Rochester, New York, United States|Primary Physicians Research, Pittsburg, Pennsylvania, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00395174"
128,"A Phase II, Multicenter, Randomized, Placebo -Controlled, Study To Evaluate The Efficacy and Safety Of Intramuscular Peramivir 600 mg In Subjects With Uncomplicated Acute Influenza","Completed","Has Results","Acute, Uncomplicated Human Influenza","Drug: Peramivir|Drug: Placebo","West Alabama Research, Inc., Birmingham, Alabama, United States|Greystone Medical Research, LLC, Birmingham, Alabama, United States|NextCare Institute for Clinical Research, Phoenix, Arizona, United States|Clopton Clinic, Jonesboro, Arkansas, United States|NEA Clinic, Jonesboro, Arkansas, United States|North Central Arkansas Medical Associates, Mountain Home, Arkansas, United States|Impact Clinical Trials, Beverly Hills, California, United States|Medcenter, Carmichael, California, United States|Center for Clinical Trials, LLC, Paramount, California, United States|Coastal Medical Research Group, Inc., San Luis Obispo, California, United States|Alpine Research Center, Boulder, Colorado, United States|1st Allergy and Clinical Research Center, Centennial, Colorado, United States|Clinical Research of South Florida, Coral Gables, Florida, United States|Westside Center for Clinical Research, Jacksonville, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|University Clinical Research, Inc., Pembroke Pines, Florida, United States|DMI Research, Inc., Pinellas Park, Florida, United States|Wilker/Powers Center for Clinical Studies, d/b/a ProHealth Clinical Studies, St. Cloud, Florida, United States|Southeast Regional Research Group, Columbus, Georgia, United States|Southeast Regional Research Group, Savannah, Georgia, United States|The Kaufmann Clinic, Inc., Woodstock, Georgia, United States|Idaho Falls Infectious Diseases, Idaho Falls, Idaho, United States|Dr. Arthur Davida, Bloomingdale, Illinois, United States|Investigators Research Group, LLC, Indianapolis, Indiana, United States|Medical Associates Clinic, Dubuque, Iowa, United States|Heart of America Research, Shawnee, Kansas, United States|Kentucky Lung Clinic, Hazard, Kentucky, United States|Gulf Coast Research, LLC, Baton Rouge, Louisiana, United States|Acadia Clinical Research, Bangor, Maine, United States|Clarksburg Medical Center, Clarksburg, Maryland, United States|Miray Medical Center, Brockton, Massachusetts, United States|Detroit Receiving Hospital, UHC 6G, Detroit, Michigan, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|KMED Research, St. Claire Shores, Michigan, United States|Olive Branch Family Medical Center, Olive Branch, Mississippi, United States|Bozeman Urgent Care Center, Bozeman, Montana, United States|Mercury Street Medical Group, PLLC, Butte, Montana, United States|Prairie Fields Family Medicine, P.C., Fremont, Nebraska, United States|Impact Clinical Trials, Las Vegas, Las Vegas, Nevada, United States|United Medical Associates, Johnson City, New York, United States|Twelve Corners Internal Medicine, Rochester, New York, United States|Bland Clinic, Greensboro, North Carolina, United States|Community Medical Associates, LLC, Canfield, Ohio, United States|Advanced Health Care Services, Inc, Thornville, Ohio, United States|Urgent Care of Green County, PLLC, Owasso, Oklahoma, United States|Integrated Medical Research, PC, Ashland, Oregon, United States|Pivotal Clinical Research, LLC, Souderton, Pennsylvania, United States|New England Center for Clinical Research, Inc., Cranston, Rhode Island, United States|Notheast Clinical Research, Cumberland, Rhode Island, United States|Clinical Partners, LLC, Johnston, Rhode Island, United States|Omega Medical Research, Warwick, Rhode Island, United States|Hillcrest Clinical Research, LLC, Simpsonville, South Carolina, United States|Health Concepts, Rapid City, South Dakota, United States|Holston Medical Group, Bristol, Tennessee, United States|DiscoveResearch, Inc., Bryan, Texas, United States|Corpus Christi Family Wellness Center, Research Division, Corpus Christi, Texas, United States|Allergy/Immunology Research Center of North Texas, Dallas, Texas, United States|Towngate Plaza Medical Center, Garland, Texas, United States|West Houston Clinical Research, Houston, Texas, United States|Texas Medical Research Associates, LLC, San Antonio, Texas, United States|Martin Diagnostic Clinic, Tomball, Texas, United States|J. Lewis Research, Inc., FirstMed, Salt Lake City, Utah, United States|J. Lewis Research, Inc./Foothill Family Clinic South, Salt Lake City, Utah, United States|J. Lewis Research, Inc./FirstMed East, Salt Lake City, Utah, United States|J. Lewis Research, Inc./Foothill Family Clinic South, Salt Lake City, Utah, United States|Northwest Clinical Research Center, Bellevue, Washington, United States|Dean Medical Center, Oregon, Wisconsin, United States|Pacific Medical Centre Blacktown, Blacktown, New South Wales, Australia|East Sydney Doctors, Darlinghurst, New South Wales, Australia|Symbion Pathology, Hurtsville, New South Wales, Australia|Peninsula Medical Centre, Umina, New South Wales, Australia|Rivercity Private Hospital Specialist, Auchenflower, Queensland, Australia|Caboolture Clinical Research Centre, Caboolture, Queensland, Australia|Peninsula Specialist Centre, Kpparing, Queensland, Australia|Health Services -University of Melbourne, Carlton, Victoria, Australia|Athelstone Medical Clinic, Adelaide, Australia|Trialworks Clinical Research Services, Brisbane, Australia|Dr Doongs Surgery, Burwood, Australia|Holdsworth House Medical Practice, Darlinghurst, Australia|Doctors of Ivanhoe,, Melbourne, Australia|Lung Institute of Western Australia,, Nedlands, Australia|Pitt Street Merrylands Medical Centre, Sydney, Australia|Greenhithe Medical Centre, Auckland, New Zealand|St George's Hospital, Christchurch, New Zealand|Southern Clinical Trials Ltd, Christchurch, New Zealand|Caversham Medical Centre, Dunedin, New Zealand|Bairds Road Family Health Care, Rotorua, New Zealand|Dr. Gillies, Rotorua, New Zealand|Hinemoa House Family Health Centre, Rotorua, New Zealand|Nortje, MD, Goodwood, Capetown, South Africa|Greenbury Medical Centre, Greenbury, Durban, South Africa|Sebastian, MD, Silverglen, Durban, South Africa|Quinta-Research, Bloemfontein, Free State, South Africa|Wilhase, AC, Reigerpark, Gauteg, South Africa|NHC Medical Centre, Bryanston, Gauteng, South Africa|R. Dulabh, MD, Klipspruit West, Gauteng, South Africa|DJW Navorsing, Noordheuwel, Krugersdorp, South Africa|Pillay, MD, Verulam, Kwa Zulu Natal, South Africa|Vawda, Z.FA, Durban, KZ-Natal, South Africa|le Clus, MD, Kempton Park, Pretoria, South Africa|Sunnyside Medi-Clinic, Sunnyside Pretoria, Pretoria, South Africa|Kaapzicht Centre, Cape Town, W. Cape, South Africa|Syzygy SMO Intercare Medical and Dental Centre, Cape Town, W. Cape, South Africa|Clinical Project Research SA (Pty) Ltd., Worcester, W. Cape, South Africa|Dr. van Rensburg, Amanzimtoti, South Africa|Benmed Park Clinic, Benoni, South Africa|Jsha Research, Bloemfontein, South Africa|Armansis Medical Centre, Brits, South Africa|Cape Clinical Trial, Bishop Lavis Day Hospital, Cape town, South Africa|First House, Cape Town, South Africa|Synapta Clinical Research Centre, Durban, South Africa|Dr. Janari, Durban, South Africa|Dr. Makan, Johannesburg, South Africa|Newgate Centre, Johannesburg, South Africa|GCT Trials, Mercantile Hospital no 9, Port Elizabeth, South Africa|Dr. Nel, Pretoria, South Africa|Emmed Research, Pretoria, South Africa|Dr. de Bruin, Pretoria, South Africa|Westmed Clinical Trial Centre, Pretoria West Medicross Building, Pretoria, South Africa|Dr. Fouche, Roodepoort, South Africa|Dr. de Villiers, Scottburgh, South Africa|Dr. Bhorat, Soweto, South Africa|Clinical Projects Research SA Ltd, Worcester, South Africa","https://ClinicalTrials.gov/show/NCT00705406"
129,"Immunogenicity & Safety of GSK's Influenza Vaccine 1557484A Given to Adults Aged ≥18 Years","Completed","Has Results","Influenza","Biological: Influenza A (H5N1) Virus Monovalent Vaccine, Adjuvanted|Biological: Placebo","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Anaheim, California, United States|GSK Investigational Site, Jacksonville, Florida, United States|GSK Investigational Site, Melbourne, Florida, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Pembroke Pines, Florida, United States|GSK Investigational Site, Stockbridge, Georgia, United States|GSK Investigational Site, Chicago, Illinois, United States|GSK Investigational Site, Peoria, Illinois, United States|GSK Investigational Site, South Bend, Indiana, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Wichita, Kansas, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Rockville, Maryland, United States|GSK Investigational Site, Saint Louis, Missouri, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Edison, New Jersey, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Spartanburg, South Carolina, United States|GSK Investigational Site, Nashville, Tennessee, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, London, Ontario, Canada|GSK Investigational Site, Sarnia, Ontario, Canada|GSK Investigational Site, Sudbury, Ontario, Canada|GSK Investigational Site, Woodstock, Ontario, Canada|GSK Investigational Site, Pointe-Claire, Quebec, Canada|GSK Investigational Site, Quebec City, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada|GSK Investigational Site, St-Romuald, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00616928"
130,"Immunogenicity of a Split, Cell-Based, Inactivated, Trivalent Influenza Vaccine in Healthy Adult Subjects","Completed","Has Results","Influenza|Orthomyxoviruses|Myxovirus Infection","Biological: Influenza virus vaccine - cell based (2007-2008 Formulation)|Biological: Influenza virus vaccine - cell-based (2007-2008 Formulation)|Biological: Influenza virus vaccine (2007-2008 Formulation)","Hoover, Alabama, United States|Mobile, Alabama, United States|Tucson, Arizona, United States|Milford, Connecticut, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Wichita, Kansas, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Mt Pleasant, South Carolina, United States","https://ClinicalTrials.gov/show/NCT00845429"
131,"Safety Study to Evaluate FluMist in Immunocompromised Children","Completed","Has Results","Cancer","Biological: FluMist|Biological: Placebo","University of Rochester School of Medicine & Dentistry, Rochester, New York, United States|Stony Brook University Medical Center, Stony Brook, New York, United States|St. Jude's Children's Research Hospital, Memphis, Tennessee, United States|Vanderbilt University, Nashville, Tennessee, United States|Children's Hospital Regional Medical Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00112112"
132,"Influenza Vaccine Revaccination in Ambulatory Elderly Subjects","Completed","Has Results","Influenza|Orthomyxovirus Infection|Myxovirus Infection","Biological: Influenza Virus Vaccine USP Trivalent Types A and B","Hoover, Alabama, United States|Mobile, Alabama, United States|Chandler, Arizona, United States|Mesa, Arizona, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|San Diego, California, United States|Milford, Connecticut, United States|Pembroke Pines, Florida, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Wichita, Kansas, United States|Kansas City, Missouri, United States|Springfield, Missouri, United States|St. Louis, Missouri, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Cincinnati, Ohio, United States|Bensalem, Pennsylvania, United States|Warwick, Rhode Island, United States|Mt. Pleasant, South Carolina, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|West Jordan, Utah, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00775450"
133,"Safety and Immunogenicity of H1N1 Vaccines in Adults Aged 18 Years and Older","Completed","Has Results","Influenza","Biological: GSK2340274A|Biological: GSK2340273A|Biological: Saline placebo","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Jacksonville, Florida, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Meridian, Idaho, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Edison, New Jersey, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Surrey, British Columbia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, Toronto, Ontario, Canada|GSK Investigational Site, Pointe-Claire, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00985088"
134,"Study of Inactivated, Split-Virion Influenza Vaccine Compared With Standard Fluzone Vaccine in Elderly Subjects","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: Split, Inactivated, Trivalent Influenza Vaccine","Alabaster, Alabama, United States|Tucson, Arizona, United States|Fountain Valley, California, United States|Pinellas Park, Florida, United States|Chicago, Illinois, United States|Springfield, Missouri, United States|Brooklyn, New York, United States|New York, New York, United States|Bensalem, Pennsylvania, United States|Grove City, Pennsylvania, United States|Johnstown, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Fort Worth, Texas, United States|Galveston, Texas, United States|Layton, Utah, United States|South Jordan, Utah, United States|Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00388583"
135,"Trial to Assess the Shedding,Immunogenicity, and Safety of FluMist Administered to Healthy Individuals 5-49 Years of Age","Completed","No Results Available","Influenza","Biological: FluMist","SFBC International, Inc, Miami, Florida, United States|Children's Memorial Hospital, Chicago, Illinois, United States|Kentucky Pediatric / Adult Research, Inc, Bardstown, Kentucky, United States|University of Maryland, School of Medicine, Baltimore, Maryland, United States|Center for Vaccine Development, Saint Louis, Missouri, United States|Creighton University Medical Center, Omaha, Nebraska, United States|Pediatric Clinical Trials International, Columbus, Ohio, United States|Primary Physician's Research Inc., Pittsburgh, Pennsylvania, United States|Vanderbilt University Medical Center North, Nashville, Tennessee, United States|University of Virginia, Elson Student Health Center, Charlottesville, Virginia, United States|Marshall University Medical Center, Huntington, West Virginia, United States","https://ClinicalTrials.gov/show/NCT00192140"
136,"Study of Inactivated, Split-Virion Influenza Vaccine Compared With Standard Fluzone Vaccine in Infants and Children","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: Split, Inactivated, Trivalent Influenza Vaccine|Biological: Split, Inactivated, Trivalent Influenza Vaccine ( Fluzone® 2006/2007 Formulation)","Harrisburg, Arkansas, United States|Little Rock, Arkansas, United States|Trumann, Arkansas, United States|Bellflower, California, United States|Downey, California, United States|Fountain Valley, California, United States|Paramount, California, United States|Owensboro, Kentucky, United States|Bossier City, Louisiana, United States|Shreveport, Louisiana, United States|Brainerd, Minnesota, United States|Cleveland, Ohio, United States|Erie, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Uniontown, Pennsylvania, United States|Wexford, Pennsylvania, United States|Fort Worth, Texas, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT00391391"
137,"Immunogenicity of High-dose Inactivated, Split-virion Influenza Vaccine Versus Standard Fluzone Vaccine in the Elderly","Completed","Has Results","Orthomyxoviridae Infection|Influenza|Myxovirus Infection","Biological: High-Dose Inactivated, Split-Virion Influenza Vaccine|Biological: Inactivated, Split-Virion Influenza Vaccine","Mesa, Arizona, United States|Phoenix, Arizona, United States|Tempe, Arizona, United States|Tucson, Arizona, United States|San Diego, California, United States|Stratford, Connecticut, United States|Clearwater, Florida, United States|Coral Gables, Florida, United States|Orlando, Florida, United States|Pembroke Pines, Florida, United States|Wichita, Kansas, United States|Rockville, Maryland, United States|Rochester, Minnesota, United States|Kansas City, Missouri, United States|St. Louis, Missouri, United States|Endwell, New York, United States|Rochester, New York, United States|Cary, North Carolina, United States|Raleigh, North Carolina, United States|Downington, Pennsylvania, United States|Erie, Pennsylvania, United States|Warwick, Rhode Island, United States|Dallas, Texas, United States|Plano, Texas, United States|West Jordan, Utah, United States|Norfolk, Virginia, United States|Richmond, Virginia, United States|Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00391053"
138,"Safety of Hib-MenCY-TT Vaccine Versus Licensed Hib Conjugate Vaccine, Given at 2, 4, 6 and 12 to 15 Months of Age","Completed","Has Results","Haemophilus Influenzae Type b|Neisseria Meningitidis","Biological: GSK Biologicals' Haemophilus influenzae type b and Neisseria meningitidis serogroups C and Y-tetanus toxoid conjugate vaccine combined 792014|Biological: ActHIB|Biological: Pediarix/Infanrix Penta","GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Benton, Arkansas, United States|GSK Investigational Site, Fayetteville, Arkansas, United States|GSK Investigational Site, Hot Springs, Arkansas, United States|GSK Investigational Site, Jonesboro, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Fountain Valley, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Madera, California, United States|GSK Investigational Site, Slinas, California, United States|GSK Investigational Site, West Covina, California, United States|GSK Investigational Site, Boulder, Colorado, United States|GSK Investigational Site, Longmont, Colorado, United States|GSK Investigational Site, Plantation, Florida, United States|GSK Investigational Site, Nampa, Idaho, United States|GSK Investigational Site, Oaklawn, Illinois, United States|GSK Investigational Site, Waukee, Iowa, United States|GSK Investigational Site, West Desmoines, Iowa, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, Jamaica Plain, Massachusetts, United States|GSK Investigational Site, Nies, Michigan, United States|GSK Investigational Site, Portage, Michigan, United States|GSK Investigational Site, Stevensville, Michigan, United States|GSK Investigational Site, St. Paul, Minnesota, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, New Hartford, New York, United States|GSK Investigational Site, Syracuse, New York, United States|GSK Investigational Site, Clyde, North Carolina, United States|GSK Investigational Site, Deerfield, North Carolina, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Sylva, North Carolina, United States|GSK Investigational Site, Akron, Ohio, United States|GSK Investigational Site, Canton, Ohio, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, North Canton, Ohio, United States|GSK Investigational Site, South Euclid, Ohio, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Wexford, Pennsylvania, United States|GSK Investigational Site, Charleston, South Carolina, United States|GSK Investigational Site, Kingsport, Tennessee, United States|GSK Investigational Site, Kingsport, Tennessee, United States|GSK Investigational Site, Houston, Texas, United States|GSK Investigational Site, Katy, Texas, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Ogden, Utah, United States|GSK Investigational Site, Orem, Utah, United States|GSK Investigational Site, Pleasant Gorve, Utah, United States|GSK Investigational Site, Salt Lake City, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, West Jordan, Utah, United States|GSK Investigational Site, Madison, Wisconsin, United States|GSK Investigational Site, Marshfield, Wisconsin, United States|GSK Investigational Site, Mexico city, Mexico|GSK Investigational Site, Mexico, D.F., Mexico","https://ClinicalTrials.gov/show/NCT00345579"
139,"Safety and Immunogenicity Study of Hib-MenCY-TT Vaccine Compared to Licensed Hib Conjugate Vaccine","Completed","Has Results","Haemophilus Influenzae Type b|Neisseria Meningitidis","Biological: GSK Biologicals' Haemophilus influenzae type b and Neisseria meningitidis 792014 vaccine|Biological: ActHIB|Biological: PedvaxHIB|Biological: Pediarix|Biological: Prevnar|Biological: M-M-R II|Biological: Varivax","GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Phoenix, Arizona, United States|GSK Investigational Site, Bryant, Arkansas, United States|GSK Investigational Site, Fayetteville, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, East Artesia, California, United States|GSK Investigational Site, Fountain Valley, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, La Jolla, California, United States|GSK Investigational Site, Oakland, California, United States|GSK Investigational Site, Paramount, California, United States|GSK Investigational Site, Rolling Hills Estates, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, West Covina, California, United States|GSK Investigational Site, Longmont, Colorado, United States|GSK Investigational Site, Norwich, Connecticut, United States|GSK Investigational Site, Cocoa Beach, Florida, United States|GSK Investigational Site, Melbourne, Florida, United States|GSK Investigational Site, Pembroke Pines, Florida, United States|GSK Investigational Site, Rockledge, Florida, United States|GSK Investigational Site, Nampa, Idaho, United States|GSK Investigational Site, Des Moines, Iowa, United States|GSK Investigational Site, Des Moines, Iowa, United States|GSK Investigational Site, Arkansas City, Kansas, United States|GSK Investigational Site, Kansas City, Kansas, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Baltimore, Maryland, United States|GSK Investigational Site, Boston, Massachusetts, United States|GSK Investigational Site, Fall River, Massachusetts, United States|GSK Investigational Site, Jamaica Plain, Massachusetts, United States|GSK Investigational Site, Kalamazoo, Michigan, United States|GSK Investigational Site, Portage, Michigan, United States|GSK Investigational Site, Stevensville, Michigan, United States|GSK Investigational Site, Brainerd, Minnesota, United States|GSK Investigational Site, Saint Paul, Minnesota, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, North Las Vegas, Nevada, United States|GSK Investigational Site, Bronx, New York, United States|GSK Investigational Site, Ithaca, New York, United States|GSK Investigational Site, New Hartford, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Stony Brook, New York, United States|GSK Investigational Site, Syracuse, New York, United States|GSK Investigational Site, Durham, North Carolina, United States|GSK Investigational Site, Durham, North Carolina, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Sylva, North Carolina, United States|GSK Investigational Site, Boardman, Ohio, United States|GSK Investigational Site, Canton, Ohio, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Columbus, Ohio, United States|GSK Investigational Site, Huber Heights, Ohio, United States|GSK Investigational Site, South Euclid, Ohio, United States|GSK Investigational Site, Tulsa, Oklahoma, United States|GSK Investigational Site, Gresham, Oregon, United States|GSK Investigational Site, Beaver Falls, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Greenville, Pennsylvania, United States|GSK Investigational Site, Hershey, Pennsylvania, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Sellersville, Pennsylvania, United States|GSK Investigational Site, Providence, Rhode Island, United States|GSK Investigational Site, Charleston, South Carolina, United States|GSK Investigational Site, Lexington, South Carolina, United States|GSK Investigational Site, Amarillo, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, Galveston, Texas, United States|GSK Investigational Site, San Antonio, Texas, United States|GSK Investigational Site, Temple, Texas, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Pleasant Grove, Utah, United States|GSK Investigational Site, Saint George, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, Mechanicsville, Virginia, United States|GSK Investigational Site, Norfolk, Virginia, United States|GSK Investigational Site, Vancouver, Washington, United States|GSK Investigational Site, La Crosse, Wisconsin, United States|GSK Investigational Site, Randwick, New South Wales, Australia|GSK Investigational Site, Herston, Queensland, Australia|GSK Investigational Site, South Brisbane, Queensland, Australia|GSK Investigational Site, Carlton, Victoria, Australia|GSK Investigational Site, Mexico, D.F., Mexico","https://ClinicalTrials.gov/show/NCT00289783"
